Time Period,period start date,Payer Name,Payer Segment,Channel,Line of therapy,HCO Territory,HCO Region,HCO Area,HCO Nation,drug name,class,claims count,paid claims count,reverse claim count,rejected claim count,reject reason,Patient Count
M1,6/1/2026,TRICARE,Government,Federal,1L,California_South,California,South,US,BIMZLEX,IL-17A & IL-17F,391,138,49,204,Authorization Denied,254
M10,9/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,California_South,California,South,US,Cosentyx,IL-17A,890,170,44,676,Prior Authorization Required,641
M8,11/1/2025,Centene Corporation,Medicaid Managed Care,Medicaid,1L,California_South,California,South,US,Humira,TNF,360,271,16,73,Authorization Denied,266
M4,3/1/2026,Medicare FFS,Government,Medicare,3L+,California_South,California,South,US,Stelara,IL-12/23,375,355,1,19,Authorization Denied,259
M6,1/1/2026,Medicare FFS,Government,Medicare,1L,California_South,California,South,US,Cosentyx,IL-17A,591,104,47,440,Prior Authorization Required,473
M4,3/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,1L,California_South,California,South,US,Tremfya,IL-23,837,436,44,357,Authorization Denied,670
M7,12/1/2025,Elevance Health (Anthem),Commercial,Managed Care,1L,California_South,California,South,US,ILUMYA,IL-23,100,67,7,26,Medical Records Requested,85
M5,2/1/2026,Humana,Commercial,Medicare Advantage,3L+,California_South,California,South,US,Humira,TNF,280,136,16,128,Refill Too Soon,232
M2,5/1/2026,Health Care Service Corporation,Commercial,Managed Care,3L+,California_South,California,South,US,Stelara,IL-12/23,313,222,6,85,Refill Too Soon,203
M7,12/1/2025,CVS Caremark,PBM,Pharmacy Benefit,1L,California_South,California,South,US,ILUMYA,IL-23,322,191,8,123,Authorization Denied,222
M9,10/1/2025,WellCare,Medicare/Medicaid,Medicare Advantage,1L,California_South,California,South,US,BIMZLEX,IL-17A & IL-17F,705,371,8,326,Medical Records Requested,635
M12,7/1/2025,Humana,Commercial,Medicare Advantage,2L,California_South,California,South,US,Tremfya,IL-23,360,218,18,124,Refill Too Soon,324
M4,3/1/2026,Aetna,Commercial,Managed Care,3L+,California_South,California,South,US,Cosentyx,IL-17A,164,81,17,66,Medical Records Requested,148
M6,1/1/2026,Independence Blue Cross,Regional Health Plan,Managed Care,2L,California_South,California,South,US,Tremfya,IL-23,432,162,10,260,Medical Records Requested,281
M6,1/1/2026,UnitedHealthcare,Commercial,Managed Care,3L+,California_South,California,South,US,Cosentyx,IL-17A,120,83,13,24,Refill Too Soon,92
M5,2/1/2026,Elevance Health (Anthem),Commercial,Managed Care,2L,California_South,California,South,US,ILUMYA,IL-23,912,96,9,807,Authorization Denied,720
M2,5/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,California_South,California,South,US,Humira,TNF,551,424,40,87,Refill Too Soon,457
M6,1/1/2026,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,California_South,California,South,US,Tremfya,IL-23,225,172,38,15,Medical Records Requested,164
M1,6/1/2026,Florida Blue,Regional Health Plan,Managed Care,2L,California_South,California,South,US,Stelara,IL-12/23,714,549,25,140,Medical Records Requested,493
M10,9/1/2025,Blue Cross Blue Shield,Commercial,Managed Care,3L+,California_South,California,South,US,ILUMYA,IL-23,503,170,46,287,Authorization Denied,377
M1,6/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,2L,California_South,California,South,US,ILUMYA,IL-23,718,689,6,23,Medical Records Requested,517
M4,3/1/2026,CareSource,Medicaid Managed Care,Medicaid,1L,California_South,California,South,US,BIMZLEX,IL-17A & IL-17F,208,70,49,89,Medical Records Requested,162
M12,7/1/2025,Prime Therapeutics,PBM,Pharmacy Benefit,1L,California_South,California,South,US,Skyrizi,IL-23,479,444,24,11,Refill Too Soon,378
M1,6/1/2026,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Colorado_Denver,Colorado,East,US,Humira,TNF,146,56,35,55,Authorization Denied,110
M2,5/1/2026,Express Scripts,PBM,Pharmacy Benefit,3L+,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,966,669,30,267,Referral Required,725
M9,10/1/2025,Blue Cross Blue Shield,Commercial,Managed Care,2L,Colorado_Denver,Colorado,East,US,Humira,TNF,344,108,41,195,Refill Too Soon,258
M8,11/1/2025,Elevance Health (Anthem),Commercial,Managed Care,1L,Colorado_Denver,Colorado,East,US,Stelara,IL-12/23,472,221,8,243,Authorization Denied,316
M2,5/1/2026,CareSource,Medicaid Managed Care,Medicaid,2L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,850,76,44,730,Referral Required,731
M12,7/1/2025,Humana,Commercial,Medicare Advantage,3L+,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,399,246,16,137,Authorization Denied,291
M9,10/1/2025,Health Care Service Corporation,Commercial,Managed Care,2L,Colorado_Denver,Colorado,East,US,Tremfya,IL-23,455,207,28,220,Refill Too Soon,328
M2,5/1/2026,Optum Rx,PBM,Pharmacy Benefit,2L,Colorado_Denver,Colorado,East,US,Cosentyx,IL-17A,768,277,32,459,Refill Too Soon,637
M2,5/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,2L,Colorado_Denver,Colorado,East,US,Tremfya,IL-23,569,392,11,166,Medical Records Requested,393
M4,3/1/2026,TRICARE,Government,Federal,2L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,975,330,30,615,Authorization Denied,829
M5,2/1/2026,Medicare FFS,Government,Medicare,2L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,158,106,20,32,Refill Too Soon,107
M4,3/1/2026,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Colorado_Denver,Colorado,East,US,Tremfya,IL-23,190,124,4,62,Authorization Denied,156
M9,10/1/2025,EmblemHealth,Regional Health Plan,Managed Care,3L+,Colorado_Denver,Colorado,East,US,Cosentyx,IL-17A,907,484,34,389,Prior Authorization Required,707
M4,3/1/2026,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Colorado_Denver,Colorado,East,US,Cosentyx,IL-17A,225,113,4,108,Prior Authorization Required,180
M1,6/1/2026,Blue Cross Blue Shield,Commercial,Managed Care,1L,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,676,66,36,574,Prior Authorization Required,588
M2,5/1/2026,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,291,254,7,30,Medical Records Requested,212
M12,7/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Colorado_Denver,Colorado,East,US,Tremfya,IL-23,990,550,30,410,Authorization Denied,871
M7,12/1/2025,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,227,66,6,155,Referral Required,188
M1,6/1/2026,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Colorado_Denver,Colorado,East,US,Humira,TNF,522,396,32,94,Referral Required,355
M8,11/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Colorado_Denver,Colorado,East,US,Tremfya,IL-23,482,188,37,257,Medical Records Requested,352
M11,8/1/2025,CareSource,Medicaid Managed Care,Medicaid,2L,Colorado_Denver,Colorado,East,US,BIMZLEX,IL-17A & IL-17F,861,702,20,139,Referral Required,611
M8,11/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,905,237,8,660,Authorization Denied,652
M5,2/1/2026,Aetna,Commercial,Managed Care,3L+,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,596,67,32,497,Referral Required,459
M5,2/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Colorado_Denver,Colorado,East,US,Stelara,IL-12/23,726,83,42,601,Medical Records Requested,472
M10,9/1/2025,Medicare FFS,Government,Medicare,1L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,128,71,45,12,Refill Too Soon,92
M3,4/1/2026,Blue Cross Blue Shield,Commercial,Managed Care,2L,Colorado_Denver,Colorado,East,US,Tremfya,IL-23,426,152,46,228,Medical Records Requested,358
M12,7/1/2025,Medicaid State Plans,Government,Medicaid,1L,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,664,190,32,442,Refill Too Soon,564
M6,1/1/2026,Express Scripts,PBM,Pharmacy Benefit,2L,Colorado_Denver,Colorado,East,US,Stelara,IL-12/23,878,103,43,732,Authorization Denied,694
M5,2/1/2026,Humana,Commercial,Medicare Advantage,3L+,Colorado_Denver,Colorado,East,US,BIMZLEX,IL-17A & IL-17F,543,235,37,271,Prior Authorization Required,413
M1,6/1/2026,Elevance Health (Anthem),Commercial,Managed Care,2L,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,888,484,40,364,Medical Records Requested,773
M5,2/1/2026,Medicaid State Plans,Government,Medicaid,2L,Colorado_Denver,Colorado,East,US,BIMZLEX,IL-17A & IL-17F,696,590,7,99,Refill Too Soon,508
M12,7/1/2025,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Colorado_Denver,Colorado,East,US,Cosentyx,IL-17A,645,215,48,382,Prior Authorization Required,439
M9,10/1/2025,Humana,Commercial,Medicare Advantage,2L,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,250,130,32,88,Medical Records Requested,213
M11,8/1/2025,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Colorado_Denver,Colorado,East,US,Cosentyx,IL-17A,207,124,49,34,Medical Records Requested,161
M5,2/1/2026,Health Care Service Corporation,Commercial,Managed Care,2L,Colorado_Denver,Colorado,East,US,Humira,TNF,963,171,24,768,Prior Authorization Required,684
M3,4/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,750,260,25,465,Authorization Denied,660
M3,4/1/2026,TRICARE,Government,Federal,2L,Florida_East,Florida,West,US,Tremfya,IL-23,992,429,40,523,Prior Authorization Required,665
M2,5/1/2026,EmblemHealth,Regional Health Plan,Managed Care,1L,Florida_East,Florida,West,US,Cosentyx,IL-17A,230,195,27,8,Referral Required,202
M4,3/1/2026,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,428,408,13,7,Medical Records Requested,300
M8,11/1/2025,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,500,421,17,62,Referral Required,445
M7,12/1/2025,Express Scripts,PBM,Pharmacy Benefit,1L,Florida_East,Florida,West,US,Skyrizi,IL-23,336,213,44,79,Refill Too Soon,292
M12,7/1/2025,Aetna,Commercial,Managed Care,2L,Florida_East,Florida,West,US,Humira,TNF,228,182,23,23,Medical Records Requested,180
M10,9/1/2025,EmblemHealth,Regional Health Plan,Managed Care,3L+,Florida_East,Florida,West,US,Humira,TNF,671,118,40,513,Referral Required,537
M7,12/1/2025,Florida Blue,Regional Health Plan,Managed Care,1L,Florida_East,Florida,West,US,Skyrizi,IL-23,420,210,43,167,Medical Records Requested,290
M3,4/1/2026,Medicaid State Plans,Government,Medicaid,1L,Florida_East,Florida,West,US,Skyrizi,IL-23,580,335,44,201,Referral Required,452
M12,7/1/2025,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Florida_East,Florida,West,US,Stelara,IL-12/23,309,122,32,155,Referral Required,266
M5,2/1/2026,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Florida_East,Florida,West,US,Humira,TNF,696,390,21,285,Authorization Denied,578
M5,2/1/2026,Medicare FFS,Government,Medicare,1L,Florida_East,Florida,West,US,Tremfya,IL-23,525,158,25,342,Refill Too Soon,462
M9,10/1/2025,Health Care Service Corporation,Commercial,Managed Care,1L,Florida_East,Florida,West,US,Tremfya,IL-23,740,357,24,359,Refill Too Soon,562
M12,7/1/2025,Elevance Health (Anthem),Commercial,Managed Care,1L,Florida_East,Florida,West,US,Cosentyx,IL-17A,242,82,11,149,Authorization Denied,191
M3,4/1/2026,Florida Blue,Regional Health Plan,Managed Care,3L+,Florida_East,Florida,West,US,ILUMYA,IL-23,245,56,21,168,Referral Required,169
M7,12/1/2025,Florida Blue,Regional Health Plan,Managed Care,1L,Florida_East,Florida,West,US,Tremfya,IL-23,556,81,17,458,Refill Too Soon,417
M10,9/1/2025,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Florida_East,Florida,West,US,Stelara,IL-12/23,389,66,21,302,Medical Records Requested,307
M3,4/1/2026,Elevance Health (Anthem),Commercial,Managed Care,3L+,Florida_East,Florida,West,US,Stelara,IL-12/23,505,336,13,156,Prior Authorization Required,379
M11,8/1/2025,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Florida_East,Florida,West,US,Tremfya,IL-23,814,324,41,449,Prior Authorization Required,676
M10,9/1/2025,CVS Caremark,PBM,Pharmacy Benefit,2L,Florida_East,Florida,West,US,ILUMYA,IL-23,361,55,44,262,Prior Authorization Required,310
M7,12/1/2025,Medicare FFS,Government,Medicare,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,458,161,11,286,Authorization Denied,316
M2,5/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Florida_East,Florida,West,US,Cosentyx,IL-17A,126,69,12,45,Medical Records Requested,98
M2,5/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,744,426,29,289,Refill Too Soon,595
M3,4/1/2026,Aetna,Commercial,Managed Care,2L,Florida_East,Florida,West,US,Stelara,IL-12/23,416,85,31,300,Medical Records Requested,370
M7,12/1/2025,Health Care Service Corporation,Commercial,Managed Care,2L,Florida_East,Florida,West,US,Humira,TNF,381,141,43,197,Medical Records Requested,305
M4,3/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Florida_East,Florida,West,US,Tremfya,IL-23,691,512,41,138,Authorization Denied,456
M11,8/1/2025,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,Florida_East,Florida,West,US,Cosentyx,IL-17A,370,349,5,16,Referral Required,311
M6,1/1/2026,CVS Caremark,PBM,Pharmacy Benefit,1L,Florida_East,Florida,West,US,Humira,TNF,805,318,38,449,Medical Records Requested,523
M7,12/1/2025,CareSource,Medicaid Managed Care,Medicaid,3L+,Florida_East,Florida,West,US,Skyrizi,IL-23,231,153,24,54,Authorization Denied,155
M8,11/1/2025,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,116,81,5,30,Prior Authorization Required,95
M5,2/1/2026,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Florida_East,Florida,West,US,Stelara,IL-12/23,487,72,49,366,Authorization Denied,360
M11,8/1/2025,Medicare FFS,Government,Medicare,2L,Florida_East,Florida,West,US,Cosentyx,IL-17A,403,360,39,4,Refill Too Soon,274
M10,9/1/2025,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Florida_East,Florida,West,US,Humira,TNF,222,184,20,18,Referral Required,155
M9,10/1/2025,Medicare FFS,Government,Medicare,1L,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,244,118,0,126,Medical Records Requested,171
M2,5/1/2026,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Florida_East,Florida,West,US,ILUMYA,IL-23,255,139,36,80,Medical Records Requested,212
M8,11/1/2025,UnitedHealthcare,Commercial,Managed Care,3L+,Florida_East,Florida,West,US,Humira,TNF,744,420,10,314,Referral Required,610
M10,9/1/2025,Express Scripts,PBM,Pharmacy Benefit,2L,Florida_East,Florida,West,US,ILUMYA,IL-23,189,83,9,97,Referral Required,144
M9,10/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Florida_East,Florida,West,US,Humira,TNF,279,129,19,131,Referral Required,195
M2,5/1/2026,Elevance Health (Anthem),Commercial,Managed Care,2L,Florida_East,Florida,West,US,Humira,TNF,700,437,50,213,Medical Records Requested,595
M10,9/1/2025,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,722,573,22,127,Prior Authorization Required,520
M10,9/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Florida_East,Florida,West,US,Stelara,IL-12/23,101,74,13,14,Authorization Denied,91
M7,12/1/2025,Blue Cross Blue Shield,Commercial,Managed Care,1L,Florida_East,Florida,West,US,Stelara,IL-12/23,209,149,10,50,Refill Too Soon,140
M5,2/1/2026,Humana,Commercial,Medicare Advantage,1L,Florida_East,Florida,West,US,Stelara,IL-12/23,558,237,19,302,Prior Authorization Required,391
M6,1/1/2026,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Florida_East,Florida,West,US,Cosentyx,IL-17A,108,75,7,26,Referral Required,92
M8,11/1/2025,Optum Rx,PBM,Pharmacy Benefit,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,687,154,20,513,Referral Required,598
M6,1/1/2026,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Florida_East,Florida,West,US,Skyrizi,IL-23,284,78,6,200,Referral Required,250
M1,6/1/2026,Florida Blue,Regional Health Plan,Managed Care,1L,Florida_East,Florida,West,US,Stelara,IL-12/23,263,175,28,60,Refill Too Soon,208
M5,2/1/2026,CVS Caremark,PBM,Pharmacy Benefit,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,535,401,31,103,Refill Too Soon,423
M9,10/1/2025,CareSource,Medicaid Managed Care,Medicaid,3L+,Florida_West,Florida,West,US,Stelara,IL-12/23,419,254,42,123,Referral Required,344
M4,3/1/2026,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Florida_West,Florida,West,US,Cosentyx,IL-17A,659,585,48,26,Refill Too Soon,547
M4,3/1/2026,Health Care Service Corporation,Commercial,Managed Care,3L+,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,221,56,29,136,Prior Authorization Required,168
M11,8/1/2025,Cigna Healthcare,Commercial,Managed Care,1L,Florida_West,Florida,West,US,ILUMYA,IL-23,189,60,25,104,Referral Required,127
M3,4/1/2026,Humana,Commercial,Medicare Advantage,2L,Florida_West,Florida,West,US,ILUMYA,IL-23,286,178,7,101,Refill Too Soon,255
M10,9/1/2025,Medicaid State Plans,Government,Medicaid,3L+,Florida_West,Florida,West,US,ILUMYA,IL-23,950,646,2,302,Authorization Denied,846
M3,4/1/2026,Optum Rx,PBM,Pharmacy Benefit,3L+,Florida_West,Florida,West,US,Cosentyx,IL-17A,322,232,12,78,Authorization Denied,264
M4,3/1/2026,Humana,Commercial,Medicare Advantage,3L+,Florida_West,Florida,West,US,Humira,TNF,960,117,23,820,Referral Required,758
M1,6/1/2026,Humana,Commercial,Medicare Advantage,3L+,Florida_West,Florida,West,US,Stelara,IL-12/23,183,73,5,105,Prior Authorization Required,137
M9,10/1/2025,CVS Caremark,PBM,Pharmacy Benefit,3L+,Florida_West,Florida,West,US,Skyrizi,IL-23,520,98,0,422,Authorization Denied,416
M2,5/1/2026,Humana,Commercial,Medicare Advantage,3L+,Florida_West,Florida,West,US,Tremfya,IL-23,164,66,12,86,Authorization Denied,144
M12,7/1/2025,Highmark,Regional Health Plan,Managed Care,2L,Florida_West,Florida,West,US,Stelara,IL-12/23,416,301,9,106,Authorization Denied,362
M11,8/1/2025,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Florida_West,Florida,West,US,Stelara,IL-12/23,740,610,14,116,Referral Required,659
M12,7/1/2025,Optum Rx,PBM,Pharmacy Benefit,1L,Florida_West,Florida,West,US,Stelara,IL-12/23,303,90,26,187,Medical Records Requested,245
M2,5/1/2026,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Florida_West,Florida,West,US,Stelara,IL-12/23,263,54,13,196,Medical Records Requested,197
M2,5/1/2026,Highmark,Regional Health Plan,Managed Care,1L,Florida_West,Florida,West,US,Humira,TNF,205,177,20,8,Prior Authorization Required,160
M6,1/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Florida_West,Florida,West,US,Tremfya,IL-23,334,283,12,39,Authorization Denied,301
M6,1/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Florida_West,Florida,West,US,Humira,TNF,890,806,46,38,Prior Authorization Required,685
M9,10/1/2025,CareSource,Medicaid Managed Care,Medicaid,3L+,Florida_West,Florida,West,US,Skyrizi,IL-23,777,61,4,712,Medical Records Requested,676
M7,12/1/2025,Florida Blue,Regional Health Plan,Managed Care,3L+,Florida_West,Florida,West,US,Tremfya,IL-23,283,65,23,195,Prior Authorization Required,198
M4,3/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,440,283,47,110,Medical Records Requested,321
M5,2/1/2026,Optum Rx,PBM,Pharmacy Benefit,3L+,Florida_West,Florida,West,US,Tremfya,IL-23,911,393,18,500,Referral Required,811
M2,5/1/2026,Humana,Commercial,Medicare Advantage,1L,Florida_West,Florida,West,US,Skyrizi,IL-23,446,236,6,204,Prior Authorization Required,388
M4,3/1/2026,Aetna,Commercial,Managed Care,3L+,Florida_West,Florida,West,US,Cosentyx,IL-17A,264,74,27,163,Refill Too Soon,211
